Date,IQR,P75,P25,Median,Mean,Std
2012-10-04,0.6454191851384952,1.2487675909091214,0.6033484057706262,0.8517726025530155,0.9796535669157476,0.5333663053050037
2012-10-05,0.6784774965608129,1.293917730307036,0.615440233746223,0.8461764947676358,0.988740895318234,0.5322433260099327
2012-10-08,0.6790548653096454,1.301395182079118,0.6223403167694727,0.8458748856719835,0.9902208050993384,0.5292988444678
2012-10-09,0.6248224619639832,1.2692162703170622,0.644393808353079,0.8628221691159556,0.9814952397618146,0.5102109832804774
2012-10-10,0.641021182733999,1.3042665193999134,0.6632453366659145,0.8491375190623638,0.9860197833602403,0.49779765315877766
2012-10-11,0.62429935656185,1.2851753279537335,0.6608759713918835,0.8808286708611659,0.991046139374576,0.4895564772073048
2012-10-12,0.6251054625171606,1.2892961411041877,0.6641906785870271,0.8732327923298275,0.9815469351770746,0.49277937706089947
2012-10-15,0.6189226567889861,1.2930161371314126,0.6740934803424266,0.8578753219135669,0.9854018059509765,0.508827212712253
2012-10-16,0.6572289693578116,1.3055092098059613,0.6482802404481497,0.8423293527442772,0.9984882760419355,0.5173523760435433
2012-10-17,0.688164846478572,1.2961733436771188,0.6080084971985468,0.8534215763311509,0.9957522424985457,0.5181375907451989
2012-10-18,0.6682246307891718,1.2951781188698006,0.6269534880806288,0.852167519629264,1.0014652654550942,0.5207910449317505
2012-10-19,0.6580055021038206,1.2871630047932174,0.6291575026893969,0.8862379237811753,1.002099080057577,0.5116801944052325
2012-10-22,0.5555186877634268,1.2418538429099037,0.6863351551464769,0.8784420231521569,1.0153120455751128,0.5222184861777794
2012-10-23,0.624230431192091,1.2619103429459173,0.6376799117538263,0.8691350650317097,1.01929776163448,0.5361835915433989
2012-10-24,0.6179521866555088,1.253774926539301,0.6358227398837922,0.8892926108039549,0.995510344129282,0.4939376644890839
2012-10-25,0.6852262042069498,1.258171119815211,0.5729449156082612,0.8752458697063276,1.013827582865032,0.5589616703696203
2012-10-26,0.6627465464148387,1.2598978377282344,0.5971512913133957,0.8938465241952865,1.038296566136191,0.5448830034964236
2012-10-31,0.642496003268967,1.2426202543090425,0.6001242510400755,0.8871839845480283,1.036359911951131,0.5414317600038981
2012-11-01,0.6581632310251435,1.2433325174521086,0.5851692864269651,0.9011618418431409,1.0333240790173184,0.5468768113544006
2012-11-02,0.6641667676057967,1.2299234011890192,0.5657566335832225,0.90063010812433,1.0226608403743145,0.5545226186236049
2012-11-05,0.6665123112754173,1.2377855362284413,0.571273224953024,0.8782810067396019,1.0031207602510956,0.538642654385396
2012-11-06,0.5705814543808517,1.1841539205973413,0.6135724662164895,0.865826714273136,0.9864925175884897,0.5539390458011962
2012-11-07,0.5788876900028139,1.1882311124307625,0.6093434224279486,0.876942882349889,0.9799526329957942,0.5409648632006908
2012-11-08,0.5845999149446008,1.17506884507325,0.5904689301286492,0.8582394426279434,0.9726657922189652,0.5131368163515987
2012-11-09,0.5474570590430277,1.1735486324518276,0.6260915734088,0.8750043357352509,0.9716628113410104,0.4920390736148017
2012-11-12,0.5368704844290264,1.1662962833403516,0.6294257989113252,0.8746091306546199,0.9700512523696472,0.4931038301746467
2012-11-13,0.5365694946736601,1.1658686015024387,0.6292991068287785,0.8754490309818024,0.9689642201162157,0.49507661408476333
2012-11-14,0.5291109620027056,1.1587279642900883,0.6296170022873827,0.8686302809131982,0.9669181138972223,0.4925924473377556
2012-11-15,0.5421429007479235,1.171312728273449,0.6291698275255255,0.8811857273139085,0.9664632683798738,0.512341083102585
2012-11-16,0.542014163324316,1.172169743326856,0.6301555800025401,0.8774467038358194,0.9661217468071174,0.5113800479007917
2012-11-19,0.5492999704938275,1.1789018952665273,0.6296019247726998,0.8818940030330962,0.9759031807534325,0.49774958843883377
2012-11-20,0.5656310011743708,1.202276959010557,0.6366459578361863,0.9058376777888102,0.963411263153663,0.49198857219916026
2012-11-21,0.5651915252083144,1.2031143679800522,0.6379228427717378,0.906435412035746,0.9632872460441514,0.49128603892149186
2012-11-23,0.5446683262963493,1.1845349915425036,0.6398666652461543,0.9156118304028673,0.9645599369651585,0.49517972178945835
2012-11-26,0.5059094402273068,1.1684307292573468,0.66252128903004,0.8962468172000018,0.9567897880290702,0.48815668989299077
2012-11-27,0.5062127558130454,1.1737592552036369,0.6675464993905915,0.8990763327123147,0.9542619995705367,0.4914362554654381
2012-11-28,0.5549332448637893,1.2264809014802767,0.6715476566164874,0.9049573236363887,0.9556696181269596,0.4959913691313306
2012-11-29,0.573744462441231,1.2341226222008415,0.6603781597596105,0.8921273998055045,0.9584877409149684,0.49420882249909925
2012-11-30,0.5606854303103994,1.22062960232182,0.6599441720114205,0.9069543316364206,0.9606820412923344,0.49188947191295496
2012-12-03,0.560301910778735,1.22038963331952,0.6600877225407851,0.9056093984376463,0.9606842581957259,0.4915253640987593
2012-12-04,0.5652264460162217,1.2241848373686612,0.6589583913524395,0.9186479618519924,0.962325003299759,0.48420093815406606
2012-12-05,0.5538194295111779,1.2088361447251101,0.6550167152139322,0.9236123569501382,0.964419156171799,0.4820102188409711
2012-12-06,0.5604637444571384,1.2113525585619866,0.6508888141048482,0.9196371029610966,0.964663636088945,0.4831285071588405
2012-12-07,0.5621482917964289,1.2169821708237163,0.6548338790272874,0.9440360304575348,0.9655164582601778,0.48366628807857137
2012-12-10,0.5308168470106862,1.1901437112179538,0.6593268642072676,0.9135456376599888,0.9587602176312736,0.49294731641163203
2012-12-11,0.5248247811277487,1.189276018585472,0.6644512374577234,0.9134631274347127,0.958299099145443,0.48855409786661985
2012-12-12,0.5368372470721062,1.188154287770507,0.6513170406984007,0.9275082296787465,0.9573673787552305,0.4874960819437105
2012-12-13,0.5334207148531102,1.1846964315840047,0.6512757167308946,0.9348441250702759,0.9549421514264762,0.4805880510646626
2012-12-14,0.5378019803240144,1.2001222468233506,0.6623202664993362,0.9295633640082032,0.9511070015491363,0.4749607198921541
2012-12-17,0.5072998800407471,1.1809343521139994,0.6736344720732523,0.9246129905343367,0.9473251126389571,0.48301172788151664
2012-12-18,0.5234296662685956,1.1993793984276517,0.6759497321590562,0.9349782446499993,0.9526235060400421,0.48399730374155586
2012-12-19,0.536439926369384,1.1815778976374323,0.6451379712680483,0.9181724128246735,0.9501508539765455,0.47983959011420213
2012-12-20,0.5151918625378453,1.1778145236663062,0.6626226611284609,0.9111870631616692,0.9523279059861173,0.4673200121418638
2012-12-21,0.5105506052915691,1.180967209495398,0.6704166042038289,0.8943081110314726,0.9507494216631862,0.4635433946108522
2012-12-24,0.5135965564952533,1.1792066331055127,0.6656100766102594,0.8958271678376879,0.9494093455684324,0.44235928113441697
2012-12-26,0.5156532991955889,1.1824489475313569,0.666795648335768,0.8971904242242554,0.9499562649927606,0.44370133817577345
2012-12-27,0.5143190251893683,1.1779824476578522,0.6636634224684839,0.9060900106377192,0.9520192790319437,0.4399559158444355
2012-12-28,0.5093725759173127,1.1754620713999757,0.666089495482663,0.9065265608071289,0.9448889097745508,0.43438663725798266
2012-12-31,0.4592259348893044,1.1499883363627006,0.6907624014733962,0.9147821158927816,0.953578311004729,0.4247485930077689
2013-01-02,0.4529721622901778,1.1276560416408103,0.6746838793506326,0.9019962627412237,0.9553458169516328,0.40631125845996824
2013-01-03,0.3975303739150452,1.145498027627052,0.7479676537120069,0.913663522345264,0.9594730714874875,0.3672522642446169
2013-01-04,0.4020788662056415,1.147447809872245,0.7453689436666034,0.9083557639364822,0.9597974360028948,0.3688523920698448
2013-01-07,0.40340646054021634,1.1468844022528777,0.7434779417126613,0.9081722621008221,0.9610378416380196,0.3710667327224874
2013-01-08,0.39670826830302997,1.1286402825001736,0.7319320141971436,0.9052107648185608,0.9586823683786732,0.3729226933158799
2013-01-09,0.3773432069521956,1.1172483075067783,0.7399051005545827,0.9098803640466018,0.9564262711964431,0.3693396311064076
2013-01-10,0.36788194838508304,1.1147757813941037,0.7468938330090207,0.919456310460286,0.9559690034547617,0.3654854378945832
2013-01-11,0.35127882138594624,1.1077718208407832,0.756492999454837,0.9171891452245435,0.9577192086816199,0.36346477264159205
2013-01-14,0.31519027207681716,1.0799435384757032,0.7647532663988861,0.894947633220512,0.9529825130312287,0.38092446173684696
2013-01-15,0.31237753265746027,1.0772495530743096,0.7648720204168493,0.8975029221345544,0.9523428826560258,0.3845908655759127
2013-01-16,0.31257931096642544,1.0766031247893193,0.7640238138228939,0.8967393369774563,0.9524139009963801,0.38508034442835143
2013-01-17,0.31031271618884415,1.0762251329258072,0.7659124167369631,0.895032974130455,0.9486608553448976,0.376063114008268
2013-01-18,0.33490711684460395,1.083274692241703,0.748367575397099,0.9127115385635761,0.9412091501331125,0.3711338099393584
2013-01-22,0.3224463805318891,1.074427418342077,0.7519810378101879,0.908528621739075,0.9480374656943101,0.3765927651036909
2013-01-23,0.3065884264087946,1.0680760804583396,0.761487654049545,0.9111305631728643,0.9439334390553084,0.37479551016019574
2013-01-24,0.30260708784286694,1.0677572044736299,0.7651501166307629,0.8867838842388419,0.9419781103480346,0.37387617125623274
2013-01-25,0.40021396705058554,1.086638091537353,0.6864241244867675,0.8899383641932018,0.9222086886961294,0.3656847033080222
2013-01-28,0.37788631040473664,1.0835987000675478,0.7057123896628111,0.898841173707981,0.9267306342199704,0.3547651222911538
2013-01-29,0.3700235457690949,1.1091298363680984,0.7391062905990035,0.9033239647967948,0.9373745277370672,0.3610431813667174
2013-01-30,0.3527925423610876,1.0848047296317276,0.73201218727064,0.9060595828757332,0.9353831193561477,0.3611943023612028
2013-01-31,0.33846725939778455,1.086219745851718,0.7477524864539334,0.9069178606397675,0.9370381327016629,0.35920185121397397
2013-02-01,0.3557395058027465,1.1005065251301234,0.7447670193273769,0.898071067410936,0.9398581387373413,0.3566955450404287
2013-02-04,0.40438147551984416,1.116318765917843,0.7119372903979989,0.9085139108991358,0.9378091424188142,0.36407786931018415
2013-02-05,0.33817986399689137,1.077688811608917,0.7395089476120256,0.9290912862054518,0.9453423840489038,0.349727213150073
2013-02-06,0.31531296990092783,1.0877091159098276,0.7723961460088997,0.9420791132317361,0.9562611159135265,0.3625582580765955
2013-02-07,0.31978738742324575,1.0907406134884892,0.7709532260652434,0.931293744182021,0.9563817637204874,0.3626440686878636
2013-02-08,0.36953121819550305,1.107994720465947,0.738463502270444,0.9422626141296184,0.9603914720866503,0.3568711538395748
2013-02-11,0.41331478715848136,1.1258466615538856,0.7125318743954042,0.994279862497149,0.9589415399981486,0.3275741984098137
2013-02-12,0.38954072538849294,1.1062242050538653,0.7166834796653724,0.9869030038855933,0.9577804376899176,0.340329302144174
2013-02-13,0.38974720343691693,1.1064285615494764,0.7166813581125595,0.9864126435787651,0.9579179087316884,0.340298261261683
2013-02-14,0.38023772055854255,1.0995237386366226,0.71928601807808,0.990119140303731,0.9574871069723545,0.34033689360338926
2013-02-15,0.38718718153444776,1.1017313075650708,0.714544126030623,1.0026769275435927,0.9610169652107416,0.3455816372175768
2013-02-19,0.35105902251577525,1.0913909768599108,0.7403319543441356,1.0018104868842392,0.9589322303479768,0.32898428036891875
2013-02-20,0.4034660769338748,1.0942608580076052,0.6907947810737304,0.992824497371263,0.959772849093775,0.3317198317495309
2013-02-21,0.4613627795715237,1.0961011447838136,0.6347383652122899,1.0025937049770468,0.9667308186883357,0.3421961255950253
2013-02-22,0.4397199635477633,1.1420007994444512,0.7022808358966879,1.0037937335645637,0.993194066903026,0.36123211472404815
2013-02-25,0.4136440685514672,1.126038359374532,0.7123942908230648,0.9922071405341679,0.9877758015482847,0.36266697746284277
2013-02-26,0.49884777120733026,1.131667511233561,0.6328197400262308,0.9941819721225768,0.9911722826357777,0.384604465042085
2013-02-27,0.5165019195110268,1.1569246886468618,0.6404227691358351,1.0140498677607794,1.0028756612252676,0.39237342346429727
2013-02-28,0.47857344077163466,1.1601785432302227,0.6816051024585881,1.0199176694158534,1.0016538979946934,0.39109921705835415
2013-03-01,0.4510916922759647,1.1512275672476533,0.7001358749716886,1.0088698472135769,1.0013280945114362,0.3922054677516955
2013-03-04,0.4356278402193181,1.1561230616124472,0.720495221393129,0.99947253986492,0.9994647976824464,0.3901894502220455
2013-03-05,0.46462609249683706,1.181242532684565,0.716616440187728,1.0057411871247353,0.9976867384670841,0.3886953618119851
2013-03-06,0.4139938352695729,1.1584857627377154,0.7444919274681425,0.9991364960002684,0.9943216251440035,0.3878639249879559
2013-03-07,0.4159087971137111,1.1626516804011193,0.7467428832874082,0.9999409527822669,0.9920841759150932,0.40238224266667555
2013-03-08,0.40964131361438616,1.157861904706579,0.7482205910921929,1.0050326935153957,0.9940198289330392,0.3973092136922667
2013-03-11,0.41631374358764106,1.1628051178844272,0.7464913742967861,1.0017294397083392,0.9921867713276337,0.3950465634794004
2013-03-12,0.4109345212858826,1.1608874914405942,0.7499529701547116,0.9995523220399816,0.9912635878702744,0.3971876460922634
2013-03-13,0.42800130002330206,1.1676479388845924,0.7396466388612903,1.00807197600605,0.9928312375982619,0.39856877495033155
2013-03-14,0.4241862309707144,1.1664143952903316,0.7422281643196172,1.0069125347631138,0.9923874902114276,0.39901445433345506
2013-03-15,0.4210025197852736,1.160039293418511,0.7390367736332375,0.9978346603559435,0.9843995517023132,0.3951016767824507
2013-03-18,0.45400304445879547,1.1756725192016517,0.7216694747428563,0.9904061058910185,0.9868056637517315,0.3928046613305693
2013-03-19,0.44789333945614485,1.1664781726389322,0.7185848331827873,1.0007061075331085,0.9919441558770413,0.39431532891420934
2013-03-20,0.47301771812626336,1.1830500302352882,0.7100323121090248,0.9948973968067039,0.9927712402222965,0.4015672115987166
2013-03-21,0.46526756864084673,1.164261441955333,0.6989938733144863,0.9779305939094639,0.9880053183704448,0.3934910056259418
2013-03-22,0.44825951816774245,1.1559797676963948,0.7077202495286523,0.9706952246530217,0.9872091915066452,0.39361122572956125
2013-03-25,0.42019533722832436,1.1339013458960912,0.7137060086677668,0.9681359736888853,0.9871605496571763,0.39689827187781024
2013-03-26,0.42920987372479047,1.1349791604822417,0.7057692867574512,0.9613709823825772,0.9898504819636257,0.3960675356209043
2013-03-27,0.37987559949751704,1.119160548746103,0.7392849492485859,0.9696808401496536,0.9965125418543935,0.40638058338774513
2013-03-28,0.40043052046901684,1.1253221854291944,0.7248916649601775,0.9674441797262932,0.9957742469111425,0.40634931653107614
2013-04-01,0.4089889767870081,1.1279943655889841,0.7190053888019761,0.9547352161030326,0.9905660231235278,0.4093270803806944
2013-04-02,0.45498611401841127,1.1414735008477357,0.6864873868293244,0.9465965342951334,0.9832370114745326,0.4014170432093151
2013-04-03,0.4781616821426784,1.1796387073354653,0.7014770251927869,0.9297474904293741,0.9790009613426657,0.41760662291096784
2013-04-04,0.49112368201764856,1.1662986556969952,0.6751749736793466,0.9370385611591802,0.9857562317714469,0.4402088657159076
2013-04-05,0.500224204165554,1.1583370285594012,0.6581128243938472,0.8830546112404426,0.9838899328415915,0.4918049114220627
2013-04-08,0.47505191854466067,1.1628284793553498,0.6877765608106892,0.8562692730786552,0.9797549257299221,0.48368454651265363
2013-04-09,0.45498666659516396,1.1532976018256234,0.6983109352304594,0.8528102282331773,0.9827361091368773,0.48904532459421357
2013-04-10,0.41240006088300907,1.1420607351542817,0.7296606742712727,0.8552826107894163,0.9845627643204365,0.4924678167931273
2013-04-11,0.4437553043721807,1.1343314360798198,0.6905761317076391,0.8923466184675877,0.9790340167281666,0.48650918601243875
2013-04-12,0.45365740024623524,1.1396582037675675,0.6860008035213323,0.8946541256601906,0.9791425606150379,0.4842192097788194
2013-04-15,0.47331098539933936,1.1429965317292998,0.6696855463299605,0.8892388076972054,0.9762101952685249,0.48751431470807727
2013-04-16,0.46431875833409575,1.1025287553676812,0.6382099970335855,0.8584929362306423,0.9388478818318421,0.4204568206100255
2013-04-17,0.4802404587647179,1.1206179504594451,0.6403774916947272,0.9006476993676925,0.940565243061249,0.4237002209345811
2013-04-18,0.46072175672670834,1.111165226206905,0.6504434694801966,0.9082869669278457,0.9351551438829149,0.41254182548544877
2013-04-19,0.5114349902388333,1.1329285127845063,0.621493522545673,0.9011678903609395,0.93715749298517,0.41116901649274734
2013-04-22,0.4777297403744418,1.1229707779884477,0.6452410376140059,0.9201211881514926,0.941544692327377,0.40134396469799455
2013-04-23,0.5030973754524346,1.1448024075176553,0.6417050320652207,0.9176145720508966,0.9411766534977878,0.40293929167569975
2013-04-24,0.4942068435084468,1.1586676547102965,0.6644608112018497,0.9074554158375979,0.9564836170164706,0.41040076316170615
2013-04-25,0.48156845897618816,1.1586193489980183,0.6770508900218302,0.9067055135664966,0.9559114909644195,0.4078831427333182
2013-04-26,0.4897423217905066,1.1572664656243654,0.6675241438338588,0.9084188619795756,0.9595579491942933,0.40912484238485136
2013-04-29,0.498409271941175,1.160689003306213,0.6622797313650379,0.893876822582746,0.9534437631342433,0.4093307065501806
2013-04-30,0.4916898388091798,1.15503602072614,0.6633461819169603,0.9054844467597336,0.9539502080803897,0.4144567256355017
2013-05-01,0.5153565324997371,1.1769973771369646,0.6616408446372275,0.8853663209804863,0.9574600934558978,0.4181370972216444
2013-05-02,0.49464316849829437,1.1618557098425994,0.6672125413443051,0.894985562900356,0.9487402510016681,0.40043568136366026
2013-05-03,0.49299049548313323,1.1561322146240545,0.6631417191409212,0.8876377105830373,0.9459430659122428,0.4015223603424018
2013-05-06,0.5046234347661239,1.1485780741533564,0.6439546393872325,0.8827717592414323,0.942710974698024,0.3999094461746981
2013-05-07,0.5310026893999493,1.1797194575832735,0.6487167681833241,0.8704086002793336,0.9397255293137516,0.4109920450868746
2013-05-08,0.5239569191172813,1.157722373196072,0.6337654540787907,0.8917854786108358,0.9349662487956238,0.40843957256958496
2013-05-09,0.5161290077790439,1.1566977180816447,0.6405687103026008,0.8878660543236666,0.9367899765741986,0.41231005606989696
2013-05-10,0.5308008149752379,1.1701504203229989,0.639349605347761,0.884019000320968,0.9290949772518408,0.3977169340044037
2013-05-13,0.5135856257632054,1.1558472259749042,0.6422616002116988,0.8759978129327239,0.9338203852208965,0.3994289246033093
2013-05-14,0.5145941389068948,1.1587962877088298,0.644202148801935,0.8726230920233606,0.9325014376024975,0.3978582606476832
2013-05-15,0.47115137145842056,1.1188621260779097,0.6477107546194891,0.8884952177214187,0.9300520577177304,0.3953742412736736
2013-05-16,0.468596670254288,1.1185743714135654,0.6499777011592774,0.8758782075665205,0.9319251359991997,0.39536884648352477
2013-05-17,0.4535219726224359,1.1048040832155193,0.6512821105930834,0.8849235908269244,0.93825125201386,0.39491393367735184
2013-05-20,0.4560540416776522,1.1045791816797004,0.6485251400020482,0.8700948344690663,0.9342569880538132,0.3998645944159221
2013-05-21,0.47623825613710824,1.1176809137503683,0.64144265761326,0.8672083376749921,0.9314892999343726,0.39394460434077944
2013-05-22,0.42043053020664767,1.0858689318736303,0.6654384016669826,0.8590766649631678,0.9239169013021156,0.3760999449951923
2013-05-23,0.4248336145711502,1.085803257048846,0.6609696424776959,0.8707897233512576,0.9269127459335831,0.3674553781894227
2013-05-24,0.4397576276738451,1.1014172929799155,0.6616596653060705,0.8697024777033724,0.931307044437961,0.3705328261311176
2013-05-28,0.46009005500233,1.1318512823166713,0.6717612273143413,0.8431536973632945,0.9197498152416336,0.36539090117533707
2013-05-29,0.4974305699046231,1.1466045019620323,0.6491739320574093,0.830181804550977,0.9152772822940279,0.36329419618348147
2013-05-30,0.42488227359454867,1.1324190742470464,0.7075368006524977,0.839457437733076,0.9232778880491115,0.330892289431564
2013-05-31,0.4350007244348457,1.141003471519856,0.7060027470850103,0.8407911343978748,0.9232525237960381,0.33443664138853485
2013-06-03,0.3563670651309627,1.0998196185846227,0.74345255345366,0.8535330841893698,0.9247143344062227,0.30346545739853464
2013-06-04,0.3338841744600727,1.099187681525819,0.7653035070657463,0.8476544411898431,0.9208580817424067,0.3003649743658863
2013-06-05,0.3657056890738537,1.1098810957963634,0.7441754067225097,0.8568883103718503,0.9226784021414621,0.30383384490241966
2013-06-06,0.3719736974497799,1.120920382967114,0.748946685517334,0.8597163864881974,0.9234449785421179,0.3023354913614093
2013-06-07,0.38882349791052717,1.1210753930496806,0.7322518951391535,0.864067278374572,0.9216520325050409,0.29460638595284605
2013-06-10,0.38534706889662385,1.1296173174658486,0.7442702485692247,0.8580746494733694,0.9299473905460309,0.3034649477808846
2013-06-11,0.38934374733298116,1.1388038735931647,0.7494601262601835,0.8590573408821691,0.9303755440434164,0.3038875829932275
2013-06-12,0.4187639246167829,1.1461090448511475,0.7273451202343646,0.8764660867645881,0.9382194363990745,0.3148799407628006
2013-06-13,0.3993270061544455,1.1382504555192248,0.7389234493647793,0.8748294236915833,0.9410851108361343,0.3096017936924141
2013-06-14,0.3813930581406644,1.1440206487507174,0.762627590610053,0.8732211915106194,0.9462582318262635,0.30954924964302477
2013-06-17,0.377646297017323,1.1342486006990145,0.7566023036816915,0.8813995790769951,0.943756030077297,0.3130240627141169
2013-06-18,0.3664637987381819,1.1308879252072592,0.7644241264690773,0.8742784011385221,0.9439102943974915,0.3135937209578914
2013-06-19,0.356071670684166,1.1135935917687627,0.7575219210845967,0.8736172939468649,0.943394006143267,0.30339877415760536
2013-06-20,0.3310743197006011,1.0995448005196058,0.7684704808190047,0.8809953039262339,0.9434100526256309,0.2762213506222177
2013-06-21,0.29669233650991755,1.0950713557317266,0.7983790192218091,0.8848098046011612,0.9622610775137661,0.2532703474130384
2013-06-24,0.28786768128478757,1.0992604479075538,0.8113927666227663,0.8749189880936012,0.962294501187633,0.25944999488152964
2013-06-25,0.30817021216108353,1.109872698110071,0.8017024859489875,0.8791887610517235,0.958844558712528,0.26364173472440056
2013-06-26,0.3072794845084945,1.108954883436256,0.8016753989277614,0.8908774726172057,0.9582077749158024,0.26677701748555344
2013-06-27,0.2981915335780856,1.1062939250128885,0.8081023914348029,0.8842205532314942,0.9583769280305401,0.2572117788190275
2013-06-28,0.30096215181948904,1.1046237291847363,0.8036615773652472,0.9033997481284208,0.9607716078319647,0.25882735826750264
2013-07-01,0.3324364755400846,1.1393606478087492,0.8069241722686646,0.8929785157886119,0.963879537005943,0.25934480398196236
2013-07-02,0.3643438064685436,1.145214102048797,0.7808702955802533,0.9012889560122463,0.9624301845158233,0.2678022188067402
